"","individual.ID","temp.Cat","site","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","site.block","recovery.block","site.letter"
"951","PA16",30,"B",29.99002947,1.22919978,"GP","light","PA16_L",1,2,"E"
"952","PA16",31,"B",30.95520678,1.25702114,"GP","light","PA16_L",1,2,"E"
"953","PA16",32,"B",31.91174092,1.274368564,"GP","light","PA16_L",1,2,"E"
"954","PA16",35,"B",34.71560991,0.898034837,"GP","light","PA16_L",1,2,"E"
"955","PA16",36,"B",35.58028571,0.482212981,"GP","light","PA16_L",1,2,"E"
"956","PA16",37,"B",36.64872129,0.565875723,"GP","light","PA16_L",1,2,"E"
"957","PA17",20,"B",20.05086444,0.716282859,"GP","light","PA17_L",1,1,"E"
"958","PA17",24,"B",24.1349922,1.004726569,"GP","light","PA17_L",1,1,"E"
"959","PA17",28,"B",27.98392911,0.999395463,"GP","light","PA17_L",1,1,"E"
"960","PA17",30,"B",30.02474351,1.220925285,"GP","light","PA17_L",1,1,"E"
"961","PA17",31,"B",30.95486558,1.191665395,"GP","light","PA17_L",1,1,"E"
"962","PA17",32,"B",31.93100686,1.152425845,"GP","light","PA17_L",1,1,"E"
"963","PA17",35,"B",34.8144545,1.046359944,"GP","light","PA17_L",1,1,"E"
"964","PA17",37,"B",36.8237043,0.171135758,"GP","light","PA17_L",1,1,"E"
"965","PA18",20,"B",20.09445757,0.649730029,"GP","light","PA18_L",1,1,"E"
"966","PA18",24,"B",24.06649537,0.771213375,"GP","light","PA18_L",1,1,"E"
"967","PA18",28,"B",27.96220148,0.853531459,"GP","light","PA18_L",1,1,"E"
"968","PA18",30,"B",29.88037669,0.862942526,"GP","light","PA18_L",1,1,"E"
"969","PA18",31,"B",30.86268256,0.8284968,"GP","light","PA18_L",1,1,"E"
"970","PA18",32,"B",31.89956569,0.832617368,"GP","light","PA18_L",1,1,"E"
"971","PA18",35,"B",34.74444002,0.628260657,"GP","light","PA18_L",1,1,"E"
"972","PA18",37,"B",36.59640541,0,"GP","light","PA18_L",1,1,"E"
"973","PA19",20,"B",20.22018452,1.236836814,"GP","light","PA19_L",2,2,"D"
"974","PA19",24,"B",24.00484992,1.634644192,"GP","light","PA19_L",2,2,"D"
"975","PA19",28,"B",28.07248944,1.847993952,"GP","light","PA19_L",2,2,"D"
"976","PA19",30,"B",29.98250216,1.887190341,"GP","light","PA19_L",2,2,"D"
"977","PA19",31,"B",30.87212203,1.897858737,"GP","light","PA19_L",2,2,"D"
"978","PA19",32,"B",31.96073631,1.826859278,"GP","light","PA19_L",2,2,"D"
"979","PA19",35,"B",34.79328965,1.410148874,"GP","light","PA19_L",2,2,"D"
"980","PA19",36,"B",35.80262,0.59963435,"GP","light","PA19_L",2,2,"D"
"981","PA19",37,"B",36.73903215,0.691256546,"GP","light","PA19_L",2,2,"D"
"982","PA2",20,"A",20.19257879,1.145998565,"GP","light","PA2_L",1,2,"F"
"983","PA2",24,"A",24.03013534,1.530908259,"GP","light","PA2_L",1,2,"F"
"984","PA2",28,"A",28.02515673,1.721850075,"GP","light","PA2_L",1,2,"F"
"985","PA2",30,"A",29.94858054,2.032738507,"GP","light","PA2_L",1,2,"F"
"986","PA2",31,"A",30.91408169,2.057025827,"GP","light","PA2_L",1,2,"F"
"987","PA2",32,"A",31.86628399,2.090133017,"GP","light","PA2_L",1,2,"F"
"988","PA2",35,"A",34.73493469,1.692732039,"GP","light","PA2_L",1,2,"F"
"989","PA2",36,"A",35.60618367,0.813176042,"GP","light","PA2_L",1,2,"F"
"990","PA2",37,"A",36.72398947,1.112163793,"GP","light","PA2_L",1,2,"F"
"991","PA20",20,"B",20.10865731,0.891809547,"GP","light","PA20_L",2,2,"D"
"992","PA20",24,"B",24.28798878,1.186650473,"GP","light","PA20_L",2,2,"D"
"993","PA20",28,"B",28.05563854,1.352986962,"GP","light","PA20_L",2,2,"D"
"994","PA20",30,"B",29.96756849,1.361676957,"GP","light","PA20_L",2,2,"D"
"995","PA20",31,"B",30.86696765,1.360406033,"GP","light","PA20_L",2,2,"D"
"996","PA20",32,"B",31.93144322,1.310363007,"GP","light","PA20_L",2,2,"D"
"997","PA20",35,"B",34.79196904,1.170999179,"GP","light","PA20_L",2,2,"D"
"998","PA20",36,"B",35.96202,0.637813434,"GP","light","PA20_L",2,2,"D"
"999","PA20",37,"B",36.75183008,0.573915092,"GP","light","PA20_L",2,2,"D"
"1000","PA21",20,"B",20.08269178,0.913908848,"GP","light","PA21_L",2,1,"D"
"1001","PA21",24,"B",24.25238794,1.156204947,"GP","light","PA21_L",2,1,"D"
"1002","PA21",28,"B",28.13927633,1.144316866,"GP","light","PA21_L",2,1,"D"
"1003","PA21",30,"B",30.16952811,1.200091488,"GP","light","PA21_L",2,1,"D"
"1004","PA21",31,"B",31.02734238,1.23355694,"GP","light","PA21_L",2,1,"D"
"1005","PA21",32,"B",31.91908391,1.152521812,"GP","light","PA21_L",2,1,"D"
"1006","PA21",35,"B",34.88589349,0.957651653,"GP","light","PA21_L",2,1,"D"
"1007","PA21",36,"B",35.87658,0.434725628,"GP","light","PA21_L",2,1,"D"
"1008","PA21",37,"B",36.62787077,0.289530472,"GP","light","PA21_L",2,1,"D"
"1009","PA22",20,"B",20.1629884,0.661025223,"GP","light","PA22_L",2,1,"D"
"1010","PA22",24,"B",24.25511128,0.938477758,"GP","light","PA22_L",2,1,"D"
"1011","PA22",28,"B",28.08435586,1.064737189,"GP","light","PA22_L",2,1,"D"
"1012","PA22",30,"B",29.9859397,1.090639971,"GP","light","PA22_L",2,1,"D"
"1013","PA22",31,"B",31.05919917,1.117294545,"GP","light","PA22_L",2,1,"D"
"1014","PA22",32,"B",31.89475762,1.093589589,"GP","light","PA22_L",2,1,"D"
"1015","PA22",35,"B",34.84924926,0.914096472,"GP","light","PA22_L",2,1,"D"
"1016","PA22",36,"B",35.55926,0.637858273,"GP","light","PA22_L",2,1,"D"
"1017","PA22",37,"B",36.70324466,0.535950053,"GP","light","PA22_L",2,1,"D"
"1018","PA23",20,"B",20.28863308,0.928890724,"GP","light","PA23_L",2,2,"D"
"1019","PA23",24,"B",24.22624633,1.274731078,"GP","light","PA23_L",2,2,"D"
"1020","PA23",28,"B",28.18948505,1.473453209,"GP","light","PA23_L",2,2,"D"
"1021","PA23",30,"B",30.10845486,1.567580363,"GP","light","PA23_L",2,2,"D"
"1022","PA23",31,"B",31.05007765,1.615593643,"GP","light","PA23_L",2,2,"D"
"1023","PA23",32,"B",32.05539538,1.582871776,"GP","light","PA23_L",2,2,"D"
"1024","PA23",35,"B",34.99934142,1.272651436,"GP","light","PA23_L",2,2,"D"
"1025","PA23",36,"B",36.06802,0.599914805,"GP","light","PA23_L",2,2,"D"
"1026","PA23",37,"B",36.84185031,0.645913402,"GP","light","PA23_L",2,2,"D"
"1027","PA25",20,"B",20.19003997,0.851154088,"GP","light","PA25_L",2,2,"D"
"1028","PA25",24,"B",24.40267991,1.265160058,"GP","light","PA25_L",2,2,"D"
"1029","PA25",28,"B",28.207394,1.381328006,"GP","light","PA25_L",2,2,"D"
"1030","PA25",30,"B",30.14200948,1.403197689,"GP","light","PA25_L",2,2,"D"
"1031","PA25",31,"B",31.03766412,1.354970784,"GP","light","PA25_L",2,2,"D"
"1032","PA25",32,"B",32.15595156,1.333411239,"GP","light","PA25_L",2,2,"D"
"1033","PA25",35,"B",35.13282835,1.261110983,"GP","light","PA25_L",2,2,"D"
"1034","PA25",36,"B",35.82484,0.640756692,"GP","light","PA25_L",2,2,"D"
"1035","PA25",37,"B",36.97931176,0.441182001,"GP","light","PA25_L",2,2,"D"
"1036","PA26",20,"B",20.15542379,0.582286852,"GP","light","PA26_L",2,1,"D"
"1037","PA26",24,"B",24.23915789,0.843429089,"GP","light","PA26_L",2,1,"D"
"1038","PA26",28,"B",28.06671314,0.952810967,"GP","light","PA26_L",2,1,"D"
"1039","PA26",30,"B",30.00923337,0.978714272,"GP","light","PA26_L",2,1,"D"
"1040","PA26",31,"B",31.1111406,1.046895039,"GP","light","PA26_L",2,1,"D"
"1041","PA26",32,"B",31.92683893,0.962663375,"GP","light","PA26_L",2,1,"D"
"1042","PA26",35,"B",34.82908654,0.86145469,"GP","light","PA26_L",2,1,"D"
"1043","PA26",36,"B",35.83786,0.499629708,"GP","light","PA26_L",2,1,"D"
"1044","PA26",37,"B",36.81216873,0.298668105,"GP","light","PA26_L",2,1,"D"
"1045","PA27",20,"B",20.20366852,0.732469593,"GP","light","PA27_L",2,1,"D"
"1046","PA27",24,"B",24.25072123,0.992810211,"GP","light","PA27_L",2,1,"D"
"1047","PA27",28,"B",28.08687574,1.206085399,"GP","light","PA27_L",2,1,"D"
"1048","PA27",30,"B",30.03554178,1.381901074,"GP","light","PA27_L",2,1,"D"
"1049","PA27",31,"B",31.176475,1.442750149,"GP","light","PA27_L",2,1,"D"
"1050","PA27",32,"B",31.9882284,1.244968089,"GP","light","PA27_L",2,1,"D"
"1051","PA27",35,"B",34.97604734,1.08726696,"GP","light","PA27_L",2,1,"D"
"1052","PA27",36,"B",35.7903,0.510976493,"GP","light","PA27_L",2,1,"D"
"1053","PA27",37,"B",36.78580366,0.7052159,"GP","light","PA27_L",2,1,"D"
"1054","PA29",20,"A",20.20284099,1.361399761,"GP","light","PA29_L",2,2,"C"
"1055","PA29",24,"A",24.28440912,1.746732128,"GP","light","PA29_L",2,2,"C"
"1056","PA29",28,"A",28.27369364,2.101391309,"GP","light","PA29_L",2,2,"C"
"1057","PA29",30,"A",30.17311849,2.160185318,"GP","light","PA29_L",2,2,"C"
"1058","PA29",31,"A",31.06712824,2.20467956,"GP","light","PA29_L",2,2,"C"
"1059","PA29",32,"A",32.17602305,2.180268681,"GP","light","PA29_L",2,2,"C"
"1060","PA29",35,"A",35.12456966,1.811105539,"GP","light","PA29_L",2,2,"C"
"1061","PA29",36,"A",35.84802,0.623540978,"GP","light","PA29_L",2,2,"C"
"1062","PA29",37,"A",36.92457895,1.173371702,"GP","light","PA29_L",2,2,"C"
"1063","PA3",20,"A",20.21089001,1.039482206,"GP","light","PA3_L",1,2,"F"
"1064","PA3",24,"A",24.01299427,1.800399402,"GP","light","PA3_L",1,2,"F"
"1065","PA3",28,"A",28.00825224,2.157653669,"GP","light","PA3_L",1,2,"F"
"1066","PA3",30,"A",29.98422338,2.165122576,"GP","light","PA3_L",1,2,"F"
"1067","PA3",31,"A",30.94731056,2.210939954,"GP","light","PA3_L",1,2,"F"
"1068","PA3",32,"A",31.99900854,2.114810271,"GP","light","PA3_L",1,2,"F"
"1069","PA3",35,"A",34.7482386,1.896247616,"GP","light","PA3_L",1,2,"F"
"1070","PA3",36,"A",35.69236735,1.156545708,"GP","light","PA3_L",1,2,"F"
"1071","PA3",37,"A",36.88634924,0.764679806,"GP","light","PA3_L",1,2,"F"
"1072","PA30",20,"A",20.18574734,1.281700295,"GP","light","PA30_L",2,1,"C"
"1073","PA30",24,"A",24.25067359,1.452899356,"GP","light","PA30_L",2,1,"C"
"1074","PA30",28,"A",28.03852136,1.782822989,"GP","light","PA30_L",2,1,"C"
"1075","PA30",30,"A",29.98032213,1.88594501,"GP","light","PA30_L",2,1,"C"
"1076","PA30",31,"A",31.03217,1.957781252,"GP","light","PA30_L",2,1,"C"
"1077","PA30",32,"A",31.91658786,1.791042652,"GP","light","PA30_L",2,1,"C"
"1078","PA30",35,"A",34.8825074,1.439365457,"GP","light","PA30_L",2,1,"C"
"1079","PA30",36,"A",35.79326,0.576532331,"GP","light","PA30_L",2,1,"C"
"1080","PA30",37,"A",36.72222983,0.545381603,"GP","light","PA30_L",2,1,"C"
"1081","PA31",20,"A",20.24381505,1.191785507,"GP","light","PA31_L",2,2,"C"
"1082","PA31",24,"A",24.21545739,1.566087986,"GP","light","PA31_L",2,2,"C"
"1083","PA31",28,"A",28.15066092,1.80562545,"GP","light","PA31_L",2,2,"C"
"1084","PA31",30,"A",30.08044544,1.925371326,"GP","light","PA31_L",2,2,"C"
"1085","PA31",31,"A",30.97816706,1.954717648,"GP","light","PA31_L",2,2,"C"
"1086","PA31",32,"A",32.04397173,1.926891015,"GP","light","PA31_L",2,2,"C"
"1087","PA31",35,"A",34.93475404,1.671735287,"GP","light","PA31_L",2,2,"C"
"1088","PA31",36,"A",35.75974,0.680807387,"GP","light","PA31_L",2,2,"C"
"1089","PA31",37,"A",36.89981099,1.035509228,"GP","light","PA31_L",2,2,"C"
"1090","PA32",20,"A",20.11538053,1.479553548,"GP","light","PA32_L",2,2,"C"
"1091","PA32",24,"A",24.15524985,1.925996001,"GP","light","PA32_L",2,2,"C"
"1092","PA32",28,"A",28.17567737,1.915824261,"GP","light","PA32_L",2,2,"C"
"1093","PA32",30,"A",30.12396921,1.947418736,"GP","light","PA32_L",2,2,"C"
"1094","PA32",31,"A",31.01494765,1.990265006,"GP","light","PA32_L",2,2,"C"
"1095","PA32",32,"A",32.0465084,1.86625503,"GP","light","PA32_L",2,2,"C"
"1096","PA32",35,"A",34.96754248,1.633190207,"GP","light","PA32_L",2,2,"C"
"1097","PA32",36,"A",35.72574,0.915283811,"GP","light","PA32_L",2,2,"C"
"1098","PA32",37,"A",36.81856725,0.975527074,"GP","light","PA32_L",2,2,"C"
"1099","PA33",20,"A",20.20837124,0.789863971,"GP","light","PA33_L",2,1,"C"
"1100","PA33",24,"A",24.40230407,0.95631706,"GP","light","PA33_L",2,1,"C"
"1101","PA33",28,"A",28.28048905,1.143835103,"GP","light","PA33_L",2,1,"C"
"1102","PA33",30,"A",30.2603213,1.200265599,"GP","light","PA33_L",2,1,"C"
"1103","PA33",31,"A",31.22811631,1.224131208,"GP","light","PA33_L",2,1,"C"
"1104","PA33",32,"A",32.02889464,1.230141588,"GP","light","PA33_L",2,1,"C"
"1105","PA33",35,"A",35.00025962,1.054792019,"GP","light","PA33_L",2,1,"C"
"1106","PA33",36,"A",35.86662,0.413503538,"GP","light","PA33_L",2,1,"C"
"1107","PA33",37,"A",36.87268667,0.59784453,"GP","light","PA33_L",2,1,"C"
"1108","PA34",20,"A",20.12114935,1.158650055,"GP","light","PA34_L",2,1,"C"
"1109","PA34",24,"A",24.30236366,1.49693049,"GP","light","PA34_L",2,1,"C"
"1110","PA34",28,"A",28.17714988,1.637264352,"GP","light","PA34_L",2,1,"C"
"1111","PA34",30,"A",30.09463219,1.608983,"GP","light","PA34_L",2,1,"C"
"1112","PA34",31,"A",31.01695667,1.712593207,"GP","light","PA34_L",2,1,"C"
"1113","PA34",32,"A",31.91685793,1.631400184,"GP","light","PA34_L",2,1,"C"
"1114","PA34",35,"A",34.89373151,1.326056649,"GP","light","PA34_L",2,1,"C"
"1115","PA34",36,"A",35.4963,0.426786007,"GP","light","PA34_L",2,1,"C"
"1116","PA34",37,"A",36.70296867,0.658764819,"GP","light","PA34_L",2,1,"C"
"1117","PA35",20,"A",20.15364555,1.344857383,"GP","light","PA35_L",2,2,"C"
"1118","PA35",24,"A",24.21917377,1.521010876,"GP","light","PA35_L",2,2,"C"
"1119","PA35",28,"A",28.07929916,1.769406552,"GP","light","PA35_L",2,2,"C"
"1120","PA35",30,"A",29.98843445,1.782904375,"GP","light","PA35_L",2,2,"C"
"1121","PA35",31,"A",30.90713765,1.811207006,"GP","light","PA35_L",2,2,"C"
"1122","PA35",32,"A",31.9982,1.522570358,"GP","light","PA35_L",2,2,"C"
"1123","PA35",35,"A",34.92881596,1.392231355,"GP","light","PA35_L",2,2,"C"
"1124","PA35",36,"A",36.0999,0.552748601,"GP","light","PA35_L",2,2,"C"
"1125","PA35",37,"A",36.7832193,0.939663136,"GP","light","PA35_L",2,2,"C"
"1126","PA36",20,"A",20.22258053,0.796688141,"GP","light","PA36_L",2,1,"C"
"1127","PA36",24,"A",24.35168796,1.014552421,"GP","light","PA36_L",2,1,"C"
"1128","PA36",28,"A",28.22598124,1.204129352,"GP","light","PA36_L",2,1,"C"
"1129","PA36",30,"A",30.05225822,1.194966157,"GP","light","PA36_L",2,1,"C"
"1130","PA36",31,"A",31.16722726,1.218236232,"GP","light","PA36_L",2,1,"C"
"1131","PA36",32,"A",31.96682131,1.104016537,"GP","light","PA36_L",2,1,"C"
"1132","PA36",35,"A",34.9495784,1.104469832,"GP","light","PA36_L",2,1,"C"
"1133","PA36",36,"A",35.66838,0.414653428,"GP","light","PA36_L",2,1,"C"
"1134","PA36",37,"A",36.77558667,0.540540532,"GP","light","PA36_L",2,1,"C"
"1135","PA37",20,"A",20.19666896,1.185940728,"GP","light","PA37_L",3,1,"B"
"1136","PA37",24,"A",24.21128353,2.034303023,"GP","light","PA37_L",3,1,"B"
"1137","PA37",28,"A",28.14269168,2.336311705,"GP","light","PA37_L",3,1,"B"
"1138","PA37",30,"A",29.98075722,2.474991882,"GP","light","PA37_L",3,1,"B"
"1139","PA37",31,"A",30.85081772,2.435609755,"GP","light","PA37_L",3,1,"B"
"1140","PA37",32,"A",31.7752115,2.314156178,"GP","light","PA37_L",3,1,"B"
"1141","PA37",35,"A",34.70527765,1.815955217,"GP","light","PA37_L",3,1,"B"
"1142","PA37",36,"A",35.77438776,0.829544032,"GP","light","PA37_L",3,1,"B"
"1143","PA37",37,"A",36.59934694,0.814090855,"GP","light","PA37_L",3,1,"B"
"1144","PA38",20,"A",20.19533043,1.028590933,"GP","light","PA38_L",3,2,"B"
"1145","PA38",24,"A",24.42735119,1.570285889,"GP","light","PA38_L",3,2,"B"
"1146","PA38",28,"A",28.37062009,1.925146003,"GP","light","PA38_L",3,2,"B"
"1147","PA38",30,"A",30.15605632,2.05357722,"GP","light","PA38_L",3,2,"B"
"1148","PA38",31,"A",31.23152053,2.008193609,"GP","light","PA38_L",3,2,"B"
"1149","PA38",32,"A",32.15573856,1.904308605,"GP","light","PA38_L",3,2,"B"
"1150","PA38",35,"A",35.01193847,1.494243966,"GP","light","PA38_L",3,2,"B"
"1151","PA38",36,"A",36.17981633,0.628764423,"GP","light","PA38_L",3,2,"B"
"1152","PA38",37,"A",36.878553,0.680258068,"GP","light","PA38_L",3,2,"B"
"1153","PA39",20,"A",20.30964612,1.291267483,"GP","light","PA39_L",3,1,"B"
"1154","PA39",24,"A",24.38464765,1.936377343,"GP","light","PA39_L",3,1,"B"
"1155","PA39",28,"A",28.28668991,2.23157356,"GP","light","PA39_L",3,1,"B"
"1156","PA39",30,"A",30.24245212,2.067589338,"GP","light","PA39_L",3,1,"B"
"1157","PA39",31,"A",31.03543956,2.021667141,"GP","light","PA39_L",3,1,"B"
"1158","PA39",32,"A",31.96973902,1.869961158,"GP","light","PA39_L",3,1,"B"
"1159","PA39",35,"A",34.86408285,1.567612155,"GP","light","PA39_L",3,1,"B"
"1160","PA39",36,"A",35.82297959,0.830916955,"GP","light","PA39_L",3,1,"B"
"1161","PA39",37,"A",36.78552173,0.786385959,"GP","light","PA39_L",3,1,"B"
"1162","PA4",20,"A",20.34296411,1.061493445,"GP","light","PA4_L",1,2,"F"
"1163","PA4",24,"A",24.2663658,1.288776691,"GP","light","PA4_L",1,2,"F"
"1164","PA4",28,"A",28.14010531,1.447293566,"GP","light","PA4_L",1,2,"F"
"1165","PA4",30,"A",30.11949624,1.605628521,"GP","light","PA4_L",1,2,"F"
"1166","PA4",31,"A",31.13973169,1.568897759,"GP","light","PA4_L",1,2,"F"
"1167","PA4",32,"A",32.09175065,1.388788904,"GP","light","PA4_L",1,2,"F"
"1168","PA4",35,"A",34.99444041,1.123889306,"GP","light","PA4_L",1,2,"F"
"1169","PA4",36,"A",35.89497959,0.46787121,"GP","light","PA4_L",1,2,"F"
"1170","PA4",37,"A",36.93189649,0.568612791,"GP","light","PA4_L",1,2,"F"
"1171","PA40",20,"A",20.02445498,0.913043124,"GP","light","PA40_L",3,2,"B"
"1172","PA40",24,"A",24.29479804,1.520899963,"GP","light","PA40_L",3,2,"B"
"1173","PA40",28,"A",28.24581397,1.797177258,"GP","light","PA40_L",3,2,"B"
"1174","PA40",30,"A",30.01074825,1.924073047,"GP","light","PA40_L",3,2,"B"
"1175","PA40",31,"A",31.06703599,1.959020961,"GP","light","PA40_L",3,2,"B"
"1176","PA40",32,"A",31.96359624,1.882882729,"GP","light","PA40_L",3,2,"B"
"1177","PA40",35,"A",34.82065487,1.504240253,"GP","light","PA40_L",3,2,"B"
"1178","PA40",36,"A",35.86455102,0.603105502,"GP","light","PA40_L",3,2,"B"
"1179","PA40",37,"A",36.78106525,0.904013958,"GP","light","PA40_L",3,2,"B"
"1180","PA41",20,"A",20.25770598,0.945553785,"GP","light","PA41_L",3,1,"B"
"1181","PA41",24,"A",24.41134353,1.501432727,"GP","light","PA41_L",3,1,"B"
"1182","PA41",28,"A",28.33986099,1.798282877,"GP","light","PA41_L",3,1,"B"
"1183","PA41",30,"A",30.08522437,1.945756749,"GP","light","PA41_L",3,1,"B"
"1184","PA41",31,"A",31.02954051,1.966607032,"GP","light","PA41_L",3,1,"B"
"1185","PA41",32,"A",31.94988022,1.939579067,"GP","light","PA41_L",3,1,"B"
"1186","PA41",35,"A",34.85721386,1.473147213,"GP","light","PA41_L",3,1,"B"
"1187","PA41",36,"A",35.92218367,0.643573429,"GP","light","PA41_L",3,1,"B"
"1188","PA41",37,"A",36.71097917,0.888050731,"GP","light","PA41_L",3,1,"B"
"1189","PA42",20,"A",20.28165988,1.163966676,"GP","light","PA42_L",3,1,"B"
"1190","PA42",24,"A",24.27036882,1.740327736,"GP","light","PA42_L",3,1,"B"
"1191","PA42",28,"A",28.27157491,1.890623878,"GP","light","PA42_L",3,1,"B"
"1192","PA42",30,"A",30.32573258,1.973489117,"GP","light","PA42_L",3,1,"B"
"1193","PA42",31,"A",31.07014388,1.859386014,"GP","light","PA42_L",3,1,"B"
"1194","PA42",32,"A",32.00177409,1.700741641,"GP","light","PA42_L",3,1,"B"
"1195","PA42",35,"A",34.81538427,1.364505321,"GP","light","PA42_L",3,1,"B"
"1196","PA42",36,"A",35.88120408,0.791504319,"GP","light","PA42_L",3,1,"B"
"1197","PA42",37,"A",36.79548469,0.524107979,"GP","light","PA42_L",3,1,"B"
"1198","PA43",20,"A",20.09705822,1.200449922,"GP","light","PA43_L",3,2,"B"
"1199","PA43",24,"A",24.28786565,1.576504219,"GP","light","PA43_L",3,2,"B"
"1200","PA43",28,"A",28.32194819,1.928555909,"GP","light","PA43_L",3,2,"B"
"1201","PA43",30,"A",30.09462135,2.108806636,"GP","light","PA43_L",3,2,"B"
"1202","PA43",31,"A",31.13059739,2.11824397,"GP","light","PA43_L",3,2,"B"
"1203","PA43",32,"A",32.05062643,2.044446109,"GP","light","PA43_L",3,2,"B"
"1204","PA43",35,"A",34.94557879,1.665026736,"GP","light","PA43_L",3,2,"B"
"1205","PA43",36,"A",36.13947917,0.696305341,"GP","light","PA43_L",3,2,"B"
"1206","PA43",37,"A",36.86126519,0.812945321,"GP","light","PA43_L",3,2,"B"
"1207","PA45",20,"A",20.19162197,1.201436411,"GP","light","PA45_L",3,2,"B"
"1208","PA45",24,"A",24.22511054,1.77152331,"GP","light","PA45_L",3,2,"B"
"1209","PA45",28,"A",28.24967631,2.047088339,"GP","light","PA45_L",3,2,"B"
"1210","PA45",30,"A",30.01990205,2.156602453,"GP","light","PA45_L",3,2,"B"
"1211","PA45",31,"A",31.1107967,2.232941821,"GP","light","PA45_L",3,2,"B"
"1212","PA45",32,"A",32.02880775,2.021337653,"GP","light","PA45_L",3,2,"B"
"1213","PA45",35,"A",34.93907415,1.644306915,"GP","light","PA45_L",3,2,"B"
"1214","PA45",36,"A",35.84722449,0.752012453,"GP","light","PA45_L",3,2,"B"
"1215","PA45",37,"A",36.8127596,0.969740909,"GP","light","PA45_L",3,2,"B"
"1216","PA46",20,"B",20.33812536,1.253155513,"GP","light","PA46_L",3,1,"A"
"1217","PA46",24,"B",24.44056941,1.824911224,"GP","light","PA46_L",3,1,"A"
"1218","PA46",28,"B",28.21642197,1.987388713,"GP","light","PA46_L",3,1,"A"
"1219","PA46",30,"B",30.19602995,2.265722186,"GP","light","PA46_L",3,1,"A"
"1220","PA46",31,"B",30.99010494,2.091320133,"GP","light","PA46_L",3,1,"A"
"1221","PA46",32,"B",31.92588882,1.91173148,"GP","light","PA46_L",3,1,"A"
"1222","PA46",35,"B",34.89220341,1.581557494,"GP","light","PA46_L",3,1,"A"
"1223","PA46",36,"B",35.92144898,0.680803815,"GP","light","PA46_L",3,1,"A"
"1224","PA46",37,"B",36.62784784,1.006556613,"GP","light","PA46_L",3,1,"A"
"1225","PA48",20,"B",20.15493301,0.821684665,"GP","light","PA48_L",3,2,"A"
"1226","PA48",24,"B",24.21897832,1.366236269,"GP","light","PA48_L",3,2,"A"
"1227","PA48",28,"B",28.26728686,1.713734975,"GP","light","PA48_L",3,2,"A"
"1228","PA48",30,"B",30.06253281,1.818266108,"GP","light","PA48_L",3,2,"A"
"1229","PA48",31,"B",31.11021253,1.821006657,"GP","light","PA48_L",3,2,"A"
"1230","PA48",32,"B",32.06285835,1.698767322,"GP","light","PA48_L",3,2,"A"
"1231","PA48",35,"B",34.98241819,1.456092552,"GP","light","PA48_L",3,2,"A"
"1232","PA48",36,"B",36.00734694,0.713084914,"GP","light","PA48_L",3,2,"A"
"1233","PA48",37,"B",36.82979844,0.815689959,"GP","light","PA48_L",3,2,"A"
"1234","PA49",20,"B",20.13210074,0.756176733,"GP","light","PA49_L",3,1,"A"
"1235","PA49",24,"B",24.25726235,1.046516795,"GP","light","PA49_L",3,1,"A"
"1236","PA49",28,"B",28.12844153,1.151086727,"GP","light","PA49_L",3,1,"A"
"1237","PA49",30,"B",29.99979864,1.248640331,"GP","light","PA49_L",3,1,"A"
"1238","PA49",31,"B",30.80632949,1.208968015,"GP","light","PA49_L",3,1,"A"
"1239","PA49",32,"B",31.76637008,1.181283343,"GP","light","PA49_L",3,1,"A"
"1240","PA49",35,"B",34.58863846,1.040542296,"GP","light","PA49_L",3,1,"A"
"1241","PA49",36,"B",35.75544898,0.499121576,"GP","light","PA49_L",3,1,"A"
"1242","PA49",37,"B",36.62598625,0.633543352,"GP","light","PA49_L",3,1,"A"
"1243","PA5",20,"A",19.98734319,0.885132302,"GP","light","PA5_L",1,1,"F"
"1244","PA5",24,"A",24.00364669,1.30139156,"GP","light","PA5_L",1,1,"F"
"1245","PA5",28,"A",27.88356253,1.447399457,"GP","light","PA5_L",1,1,"F"
"1246","PA5",30,"A",29.92945291,1.503882433,"GP","light","PA5_L",1,1,"F"
"1247","PA5",31,"A",30.82993081,1.562103084,"GP","light","PA5_L",1,1,"F"
"1248","PA5",32,"A",31.76076961,1.446459187,"GP","light","PA5_L",1,1,"F"
"1249","PA5",35,"A",34.72354485,1.403764191,"GP","light","PA5_L",1,1,"F"
"1250","PA5",37,"A",36.66251075,0,"GP","light","PA5_L",1,1,"F"
"1251","PA50",20,"B",20.23188461,0.594017379,"GP","light","PA50_L",3,1,"A"
"1252","PA50",24,"B",24.40261588,0.875838656,"GP","light","PA50_L",3,1,"A"
"1253","PA50",28,"B",28.35270054,1.027528324,"GP","light","PA50_L",3,1,"A"
"1254","PA50",30,"B",30.2603502,1.196307503,"GP","light","PA50_L",3,1,"A"
"1255","PA50",31,"B",30.99511623,1.121858023,"GP","light","PA50_L",3,1,"A"
"1256","PA50",32,"B",31.91285281,1.028918052,"GP","light","PA50_L",3,1,"A"
"1257","PA50",35,"B",34.9101706,0.848522424,"GP","light","PA50_L",3,1,"A"
"1258","PA50",36,"B",35.89065306,0.323841808,"GP","light","PA50_L",3,1,"A"
"1259","PA50",37,"B",36.70315936,0.503705862,"GP","light","PA50_L",3,1,"A"
"1260","PA51",20,"B",20.09706483,0.599090159,"GP","light","PA51_L",3,2,"A"
"1261","PA51",24,"B",24.19585374,0.859096434,"GP","light","PA51_L",3,2,"A"
