fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment,site.block,recovery.block
PA2_L_35_O2,PA2_L,P. acuta,2,7,L2,35,3:02:00 PM,4:18:00 PM,light,low,1,2
PA3_L_35_O2,PA3_L,P. acuta,3,5,L2,35,3:03:00 PM,4:18:00 PM,light,low,1,2
PA4_L_35_O2,PA4_L,P. acuta,5,3,L2,35,3:02:00 PM,4:16:00 PM,light,low,1,2
PA8_L_35_O2,PA8_L,P. acuta,8,4,L2,35,3:01:00 PM,4:13:00 PM,light,low,1,2
PA12_L_35_O2,PA12_L,P. acuta,12,8,L2,35,2:59:00 PM,4:12:00 PM,light,high,1,2
PA13_L_35_O2,PA13_L,P. acuta,13,2,L2,35,2:58:00 PM,4:10:00 PM,light,high,1,2
PA14_L_35_O2,PA14_L,P. acuta,14,10,L2,35,3:00:00 PM,4:11:00 PM,light,high,1,2
PA16_L_35_O2,PA16_L,P. acuta,16,9,L2,35,3:01:00 PM,4:13:00 PM,light,high,1,2
BLANK3_L_35_O2,BLANK3_L,P. acuta,BLANK,1,L2,35,3:02:00 PM,4:18:00 PM,light,BLANK,1,2
BLANK4_L_35_O2,BLANK4_L,P. acuta,BLANK,6,L2,35,3:00:00 PM,4:18:00 PM,light,BLANK,1,2
PA2_L_37_O2,PA2_L,P. acuta,2,7,L2,37,5:07:00 PM,6:26:00 PM,light,low,1,2
PA3_L_37_O2,PA3_L,P. acuta,3,5,L2,37,5:16:00 PM,6:29:00 PM,light,low,1,2
PA4_L_37_O2,PA4_L,P. acuta,5,3,L2,37,5:08:00 PM,6:26:00 PM,light,low,1,2
PA8_L_37_O2,PA8_L,P. acuta,8,4,L2,37,5:09:00 PM,6:21:00 PM,light,low,1,2
PA12_L_37_O2,PA12_L,P. acuta,12,8,L2,37,5:12:00 PM,6:23:00 PM,light,high,1,2
PA13_L_37_O2,PA13_L,P. acuta,13,2,L2,37,5:10:00 PM,6:19:00 PM,light,high,1,2
PA14_L_37_O2,PA14_L,P. acuta,14,10,L2,37,5:13:00 PM,6:22:00 PM,light,high,1,2
PA16_L_37_O2,PA16_L,P. acuta,16,9,L2,37,5:12:00 PM,6:28:00 PM,light,high,1,2
BLANK3_L_37_O2,BLANK3_L,P. acuta,BLANK,1,L2,37,5:14:00 PM,6:24:00 PM,light,BLANK,1,2
BLANK4_L_37_O2,BLANK4_L,P. acuta,BLANK,6,L2,37,5:15:00 PM,6:24:00 PM,light,BLANK,1,2
PA2_D_20_O2,PA2_D,P. acuta,2,5,D2,20,5:35:00 AM,6:06:00 AM,dark,low,1,2
PA3_D_20_O2,PA3_D,P. acuta,3,8,D2,20,5:30:00 AM,6:08:00 AM,dark,low,1,2
PA4_D_20_O2,PA4_D,P. acuta,5,3,D2,20,5:37:00 AM,6:05:00 AM,dark,low,1,2
PA8_D_20_O2,PA8_D,P. acuta,8,1,D2,20,5:36:00 AM,6:04:00 AM,dark,low,1,2
PA12_D_20_O2,PA12_D,P. acuta,12,10,D2,20,5:33:00 AM,6:08:00 AM,dark,high,1,2
PA13_D_20_O2,PA13_D,P. acuta,13,7,D2,20,5:37:00 AM,6:06:00 AM,dark,high,1,2
PA14_D_20_O2,PA14_D,P. acuta,14,9,D2,20,5:38:00 AM,6:07:00 AM,dark,high,1,2
PA16_D_20_O2,PA16_D,P. acuta,16,6,D2,20,5:30:00 AM,6:07:00 AM,dark,high,1,2
BLANK3_D_20_O2,BLANK3_D,P. acuta,BLANK,4,D2,20,5:32:00 AM,6:05:00 AM,dark,BLANK,1,2
BLANK4_D_20_O2,BLANK4_D,P. acuta,BLANK,2,D2,20,5:35:00 AM,6:04:00 AM,dark,BLANK,1,2
PA2_D_24_O2,PA2_D,P. acuta,2,5,D2,24,6:34:00 AM,7:01:00 AM,dark,low,1,2
PA3_D_24_O2,PA3_D,P. acuta,3,8,D2,24,6:32:00 AM,7:04:00 AM,dark,low,1,2
PA4_D_24_O2,PA4_D,P. acuta,5,3,D2,24,6:34:00 AM,7:01:00 AM,dark,low,1,2
PA8_D_24_O2,PA8_D,P. acuta,8,1,D2,24,6:33:00 AM,7:00:00 AM,dark,low,1,2
PA12_D_24_O2,PA12_D,P. acuta,12,10,D2,24,6:30:00 AM,7:06:00 AM,dark,high,1,2
PA13_D_24_O2,PA13_D,P. acuta,13,7,D2,24,6:33:00 AM,7:05:00 AM,dark,high,1,2
PA14_D_24_O2,PA14_D,P. acuta,14,9,D2,24,6:31:00 AM,7:06:00 AM,dark,high,1,2
PA16_D_24_O2,PA16_D,P. acuta,16,6,D2,24,6:32:00 AM,7:04:00 AM,dark,high,1,2
BLANK3_D_24_O2,BLANK3_D,P. acuta,BLANK,4,D2,24,6:31:00 AM,7:00:00 AM,dark,BLANK,1,2
BLANK4_D_24_O2,BLANK4_D,P. acuta,BLANK,2,D2,24,6:30:00 AM,7:00:00 AM,dark,BLANK,1,2
PA2_D_28_O2,PA2_D,P. acuta,2,5,D2,28,8:27:00 AM,8:56:00 AM,dark,low,1,2
PA3_D_28_O2,PA3_D,P. acuta,3,8,D2,28,8:22:00 AM,8:58:00 AM,dark,low,1,2
PA4_D_28_O2,PA4_D,P. acuta,5,3,D2,28,8:27:00 AM,8:56:00 AM,dark,low,1,2
PA8_D_28_O2,PA8_D,P. acuta,8,1,D2,28,8:26:00 AM,8:56:00 AM,dark,low,1,2
PA12_D_28_O2,PA12_D,P. acuta,12,10,D2,28,8:24:00 AM,8:59:00 AM,dark,high,1,2
PA13_D_28_O2,PA13_D,P. acuta,13,7,D2,28,8:27:00 AM,8:57:00 AM,dark,high,1,2
PA14_D_28_O2,PA14_D,P. acuta,14,9,D2,28,8:27:00 AM,8:58:00 AM,dark,high,1,2
PA16_D_28_O2,PA16_D,P. acuta,16,6,D2,28,8:26:00 AM,8:57:00 AM,dark,high,1,2
BLANK3_D_28_O2,BLANK3_D,P. acuta,BLANK,4,D2,28,8:26:00 AM,8:55:00 AM,dark,BLANK,1,2
BLANK4_D_28_O2,BLANK4_D,P. acuta,BLANK,2,D2,28,8:22:00 AM,8:55:00 AM,dark,BLANK,1,2
PA2_D_30_O2,PA2_D,P. acuta,2,5,D2,30,9:15:00 AM,9:43:00 AM,dark,low,1,2
PA3_D_30_O2,PA3_D,P. acuta,3,8,D2,30,9:11:00 AM,9:43:00 AM,dark,low,1,2
PA4_D_30_O2,PA4_D,P. acuta,5,3,D2,30,9:15:00 AM,9:40:00 AM,dark,low,1,2
PA8_D_30_O2,PA8_D,P. acuta,8,1,D2,30,9:14:00 AM,9:40:00 AM,dark,low,1,2
PA12_D_30_O2,PA12_D,P. acuta,12,10,D2,30,9:14:00 AM,9:44:00 AM,dark,high,1,2
PA13_D_30_O2,PA13_D,P. acuta,13,7,D2,30,9:16:00 AM,9:43:00 AM,dark,high,1,2
PA14_D_30_O2,PA14_D,P. acuta,14,9,D2,30,9:17:00 AM,9:44:00 AM,dark,high,1,2
PA16_D_30_O2,PA16_D,P. acuta,16,6,D2,30,9:13:00 AM,9:45:00 AM,dark,high,1,2
BLANK3_D_30_O2,BLANK3_D,P. acuta,BLANK,4,D2,30,9:13:00 AM,9:40:00 AM,dark,BLANK,1,2
BLANK4_D_30_O2,BLANK4_D,P. acuta,BLANK,2,D2,30,9:11:00 AM,9:40:00 AM,dark,BLANK,1,2
PA2_D_31_O2,PA2_D,P. acuta,2,5,D2,31,9:50:00 AM,10:18:00 AM,dark,low,1,2
PA3_D_31_O2,PA3_D,P. acuta,3,8,D2,31,9:48:00 AM,10:19:00 AM,dark,low,1,2
PA4_D_31_O2,PA4_D,P. acuta,5,3,D2,31,9:51:00 AM,10:16:00 AM,dark,low,1,2
PA8_D_31_O2,PA8_D,P. acuta,8,1,D2,31,9:51:00 AM,10:16:00 AM,dark,low,1,2
PA12_D_31_O2,PA12_D,P. acuta,12,10,D2,31,9:49:00 AM,10:20:00 AM,dark,high,1,2
PA13_D_31_O2,PA13_D,P. acuta,13,7,D2,31,9:51:00 AM,10:20:00 AM,dark,high,1,2
PA14_D_31_O2,PA14_D,P. acuta,14,9,D2,31,9:52:00 AM,10:19:00 AM,dark,high,1,2
PA16_D_31_O2,PA16_D,P. acuta,16,6,D2,31,9:50:00 AM,10:18:00 AM,dark,high,1,2
BLANK3_D_31_O2,BLANK3_D,P. acuta,BLANK,4,D2,31,9:49:00 AM,10:16:00 AM,dark,BLANK,1,2
BLANK4_D_31_O2,BLANK4_D,P. acuta,BLANK,2,D2,31,9:48:00 AM,10:16:00 AM,dark,BLANK,1,2
PA2_D_32_O2,PA2_D,P. acuta,2,5,D2,32,10:24:00 AM,10:52:00 AM,dark,low,1,2
PA3_D_32_O2,PA3_D,P. acuta,3,8,D2,32,10:22:00 AM,10:53:00 AM,dark,low,1,2
PA4_D_32_O2,PA4_D,P. acuta,5,3,D2,32,10:26:00 AM,10:51:00 AM,dark,low,1,2
PA8_D_32_O2,PA8_D,P. acuta,8,1,D2,32,10:25:00 AM,10:51:00 AM,dark,low,1,2
PA12_D_32_O2,PA12_D,P. acuta,12,10,D2,32,10:23:00 AM,10:53:00 AM,dark,high,1,2
PA13_D_32_O2,PA13_D,P. acuta,13,7,D2,32,10:26:00 AM,10:53:00 AM,dark,high,1,2
PA14_D_32_O2,PA14_D,P. acuta,14,9,D2,32,10:22:00 AM,10:53:00 AM,dark,high,1,2
PA16_D_32_O2,PA16_D,P. acuta,16,6,D2,32,10:24:00 AM,10:51:00 AM,dark,high,1,2
BLANK3_D_32_O2,BLANK3_D,P. acuta,BLANK,4,D2,32,10:23:00 AM,10:51:00 AM,dark,BLANK,1,2
BLANK4_D_32_O2,BLANK4_D,P. acuta,BLANK,2,D2,32,10:22:00 AM,10:52:00 AM,dark,BLANK,1,2
PA2_D_35_O2,PA2_D,P. acuta,2,5,D2,35,11:40:00 AM,12:04:00 PM,dark,low,1,2
PA3_D_35_O2,PA3_D,P. acuta,3,8,D2,35,11:39:00 AM,12:05:00 PM,dark,low,1,2
PA4_D_35_O2,PA4_D,P. acuta,5,3,D2,35,11:39:00 AM,12:04:00 PM,dark,low,1,2
PA8_D_35_O2,PA8_D,P. acuta,8,1,D2,35,11:38:00 AM,12:04:00 PM,dark,low,1,2
PA12_D_35_O2,PA12_D,P. acuta,12,10,D2,35,11:38:00 AM,12:04:00 PM,dark,high,1,2
PA13_D_35_O2,PA13_D,P. acuta,13,7,D2,35,11:39:00 AM,12:04:00 PM,dark,high,1,2
PA14_D_35_O2,PA14_D,P. acuta,14,9,D2,35,11:40:00 AM,12:04:00 PM,dark,high,1,2
PA16_D_35_O2,PA16_D,P. acuta,16,6,D2,35,11:39:00 AM,12:04:00 PM,dark,high,1,2
BLANK3_D_35_O2,BLANK3_D,P. acuta,BLANK,4,D2,35,11:40:00 AM,12:04:00 PM,dark,BLANK,1,2
BLANK4_D_35_O2,BLANK4_D,P. acuta,BLANK,2,D2,35,11:39:00 AM,12:04:00 PM,dark,BLANK,1,2
PA2_D_36_O2,PA2_D,P. acuta,2,5,D2,36,12:16:00 PM,12:42:00 PM,dark,low,1,2
PA3_D_36_O2,PA3_D,P. acuta,3,8,D2,36,12:13:00 PM,12:43:00 PM,dark,low,1,2
PA4_D_36_O2,PA4_D,P. acuta,5,3,D2,36,12:16:00 PM,12:41:00 PM,dark,low,1,2
PA8_D_36_O2,PA8_D,P. acuta,8,1,D2,36,12:14:00 PM,12:41:00 PM,dark,low,1,2
PA12_D_36_O2,PA12_D,P. acuta,12,10,D2,36,12:14:00 PM,12:44:00 PM,dark,high,1,2
PA13_D_36_O2,PA13_D,P. acuta,13,7,D2,36,12:17:00 PM,12:42:00 PM,dark,high,1,2
PA14_D_36_O2,PA14_D,P. acuta,14,9,D2,36,12:15:00 PM,12:44:00 PM,dark,high,1,2
PA16_D_36_O2,PA16_D,P. acuta,16,6,D2,36,12:11:00 PM,12:43:00 PM,dark,high,1,2
BLANK3_D_36_O2,BLANK3_D,P. acuta,BLANK,4,D2,36,12:13:00 PM,12:42:00 PM,dark,BLANK,1,2
BLANK4_D_36_O2,BLANK4_D,P. acuta,BLANK,2,D2,36,12:11:00 PM,12:42:00 PM,dark,BLANK,1,2
PA2_D_37_O2,PA2_D,P. acuta,2,5,D2,37,1:14:00 PM,1:39:00 PM,dark,low,1,2
PA3_D_37_O2,PA3_D,P. acuta,3,8,D2,37,1:11:00 PM,1:42:00 PM,dark,low,1,2
PA4_D_37_O2,PA4_D,P. acuta,5,3,D2,37,1:16:00 PM,1:39:00 PM,dark,low,1,2
PA8_D_37_O2,PA8_D,P. acuta,8,1,D2,37,1:15:00 PM,1:39:00 PM,dark,low,1,2
PA12_D_37_O2,PA12_D,P. acuta,12,10,D2,37,1:13:00 PM,1:42:00 PM,dark,high,1,2
PA13_D_37_O2,PA13_D,P. acuta,13,7,D2,37,1:15:00 PM,1:42:00 PM,dark,high,1,2
PA14_D_37_O2,PA14_D,P. acuta,14,9,D2,37,1:15:00 PM,1:42:00 PM,dark,high,1,2
PA16_D_37_O2,PA16_D,P. acuta,16,6,D2,37,1:14:00 PM,1:42:00 PM,dark,high,1,2
BLANK3_D_37_O2,BLANK3_D,P. acuta,BLANK,4,D2,37,1:11:00 PM,1:39:00 PM,dark,BLANK,1,2
BLANK4_D_37_O2,BLANK4_D,P. acuta,BLANK,2,D2,37,1:13:00 PM,1:39:00 PM,dark,BLANK,1,2
PA2_D_38_O2,PA2_D,P. acuta,2,5,D2,38,1:49:00 PM,2:16:00 PM,dark,low,1,2
PA3_D_38_O2,PA3_D,P. acuta,3,8,D2,38,1:49:00 PM,2:19:00 PM,dark,low,1,2
PA4_D_38_O2,PA4_D,P. acuta,5,3,D2,38,1:50:00 PM,2:16:00 PM,dark,low,1,2
PA8_D_38_O2,PA8_D,P. acuta,8,1,D2,38,1:49:00 PM,2:16:00 PM,dark,low,1,2
PA12_D_38_O2,PA12_D,P. acuta,12,10,D2,38,1:47:00 PM,2:19:00 PM,dark,high,1,2
PA13_D_38_O2,PA13_D,P. acuta,13,7,D2,38,1:50:00 PM,2:18:00 PM,dark,high,1,2
PA14_D_38_O2,PA14_D,P. acuta,14,9,D2,38,1:49:00 PM,2:19:00 PM,dark,high,1,2
PA16_D_38_O2,PA16_D,P. acuta,16,6,D2,38,1:46:00 PM,2:19:00 PM,dark,high,1,2
BLANK3_D_38_O2,BLANK3_D,P. acuta,BLANK,4,D2,38,1:47:00 PM,2:16:00 PM,dark,BLANK,1,2
BLANK4_D_38_O2,BLANK4_D,P. acuta,BLANK,2,D2,38,1:46:00 PM,2:16:00 PM,dark,BLANK,1,2
PA2_D_39_O2,PA2_D,P. acuta,2,5,D2,39,2:30:00 PM,2:56:00 PM,dark,low,1,2
PA3_D_39_O2,PA3_D,P. acuta,3,8,D2,39,2:25:00 PM,2:53:00 PM,dark,low,1,2
PA4_D_39_O2,PA4_D,P. acuta,5,3,D2,39,2:30:00 PM,2:59:00 PM,dark,low,1,2
PA8_D_39_O2,PA8_D,P. acuta,8,1,D2,39,2:28:00 PM,2:55:00 PM,dark,low,1,2
PA12_D_39_O2,PA12_D,P. acuta,12,10,D2,39,2:26:00 PM,2:56:00 PM,dark,high,1,2
PA13_D_39_O2,PA13_D,P. acuta,13,7,D2,39,2:28:00 PM,2:58:00 PM,dark,high,1,2
PA14_D_39_O2,PA14_D,P. acuta,14,9,D2,39,2:27:00 PM,2:58:00 PM,dark,high,1,2
PA16_D_39_O2,PA16_D,P. acuta,16,6,D2,39,2:26:00 PM,2:54:00 PM,dark,high,1,2
BLANK3_D_39_O2,BLANK3_D,P. acuta,BLANK,4,D2,39,2:27:00 PM,2:52:00 PM,dark,BLANK,1,2
BLANK4_D_39_O2,BLANK4_D,P. acuta,BLANK,2,D2,39,2:25:00 PM,2:52:00 PM,dark,BLANK,1,2
PA21_L_20_O2,PA21_L,P. acuta,21,9,L3,20,5:52:00 AM,7:05:00 AM,light,low,2,1
PA22_L_20_O2,PA22_L,P. acuta,22,10,L3,20,5:47:00 AM,7:02:00 AM,light,low,2,1
PA26_L_20_O2,PA26_L,P. acuta,26,4,L3,20,5:46:00 AM,7:01:00 AM,light,low,2,1
PA27_L_20_O2,PA27_L,P. acuta,27,7,L3,20,5:49:00 AM,7:00:00 AM,light,low,2,1
PA30_L_20_O2,PA30_L,P. acuta,30,5,L3,20,5:52:00 AM,6:59:00 AM,light,high,2,1
PA33_L_20_O2,PA33_L,P. acuta,33,3,L3,20,5:49:00 AM,6:58:00 AM,light,high,2,1
PA34_L_20_O2,PA34_L,P. acuta,34,8,L3,20,5:48:00 AM,7:03:00 AM,light,high,2,1
PA36_L_20_O2,PA36_L,P. acuta,36,6,L3,20,5:47:00 AM,7:03:00 AM,light,high,2,1
BLANK5_L_20_O2,BLANK5_L,P. acuta,BLANK,2,L3,20,5:45:00 AM,7:06:00 AM,light,BLANK,2,1
BLANK6_L_20_O2,BLANK6_L,P. acuta,BLANK,1,L3,20,5:48:00 AM,7:05:00 AM,light,BLANK,2,1
PA21_L_24_O2,PA21_L,P. acuta,21,9,L3,24,7:32:00 AM,8:40:00 AM,light,low,2,1
PA22_L_24_O2,PA22_L,P. acuta,22,10,L3,24,7:29:00 AM,8:36:00 AM,light,low,2,1
PA26_L_24_O2,PA26_L,P. acuta,26,4,L3,24,7:30:00 AM,8:38:00 AM,light,low,2,1
PA27_L_24_O2,PA27_L,P. acuta,27,7,L3,24,7:33:00 AM,8:41:00 AM,light,low,2,1
PA30_L_24_O2,PA30_L,P. acuta,30,5,L3,24,7:33:00 AM,8:41:00 AM,light,high,2,1
PA33_L_24_O2,PA33_L,P. acuta,33,3,L3,24,7:32:00 AM,8:40:00 AM,light,high,2,1
PA34_L_24_O2,PA34_L,P. acuta,34,8,L3,24,7:30:00 AM,8:39:00 AM,light,high,2,1
PA36_L_24_O2,PA36_L,P. acuta,36,6,L3,24,7:31:00 AM,8:39:00 AM,light,high,2,1
BLANK5_L_24_O2,BLANK5_L,P. acuta,BLANK,2,L3,24,7:29:00 AM,8:43:00 AM,light,BLANK,2,1
BLANK6_L_24_O2,BLANK6_L,P. acuta,BLANK,1,L3,24,7:32:00 AM,8:42:00 AM,light,BLANK,2,1
PA21_L_28_O2,PA21_L,P. acuta,21,9,L3,28,9:07:00 AM,10:13:00 AM,light,low,2,1
PA22_L_28_O2,PA22_L,P. acuta,22,10,L3,28,9:02:00 AM,10:11:00 AM,light,low,2,1
PA26_L_28_O2,PA26_L,P. acuta,26,4,L3,28,9:03:00 AM,10:10:00 AM,light,low,2,1
PA27_L_28_O2,PA27_L,P. acuta,27,7,L3,28,9:04:00 AM,10:14:00 AM,light,low,2,1
PA30_L_28_O2,PA30_L,P. acuta,30,5,L3,28,9:07:00 AM,10:15:00 AM,light,high,2,1
PA33_L_28_O2,PA33_L,P. acuta,33,3,L3,28,9:07:00 AM,10:14:00 AM,light,high,2,1
PA34_L_28_O2,PA34_L,P. acuta,34,8,L3,28,9:03:00 AM,10:12:00 AM,light,high,2,1
PA36_L_28_O2,PA36_L,P. acuta,36,6,L3,28,9:04:00 AM,10:13:00 AM,light,high,2,1
BLANK5_L_28_O2,BLANK5_L,P. acuta,BLANK,2,L3,28,9:03:00 AM,10:14:00 AM,light,BLANK,2,1
BLANK6_L_28_O2,BLANK6_L,P. acuta,BLANK,1,L3,28,9:02:00 AM,10:15:00 AM,light,BLANK,2,1
PA21_L_30_O2,PA21_L,P. acuta,21,9,L3,30,10:28:00 AM,11:34:00 AM,light,low,2,1
PA22_L_30_O2,PA22_L,P. acuta,22,10,L3,30,10:22:00 AM,11:33:00 AM,light,low,2,1
PA26_L_30_O2,PA26_L,P. acuta,26,4,L3,30,10:20:00 AM,11:32:00 AM,light,low,2,1
PA27_L_30_O2,PA27_L,P. acuta,27,7,L3,30,10:27:00 AM,11:36:00 AM,light,low,2,1
PA30_L_30_O2,PA30_L,P. acuta,30,5,L3,30,10:29:00 AM,11:37:00 AM,light,high,2,1
PA33_L_30_O2,PA33_L,P. acuta,33,3,L3,30,10:27:00 AM,11:36:00 AM,light,high,2,1
PA34_L_30_O2,PA34_L,P. acuta,34,8,L3,30,10:25:00 AM,11:33:00 AM,light,high,2,1
PA36_L_30_O2,PA36_L,P. acuta,36,6,L3,30,10:23:00 AM,11:34:00 AM,light,high,2,1
BLANK5_L_30_O2,BLANK5_L,P. acuta,BLANK,2,L3,30,10:21:00 AM,11:38:00 AM,light,BLANK,2,1
BLANK6_L_30_O2,BLANK6_L,P. acuta,BLANK,1,L3,30,10:26:00 AM,11:37:00 AM,light,BLANK,2,1
PA21_L_31_O2,PA21_L,P. acuta,21,9,L3,31,11:48:00 AM,12:55:00 PM,light,low,2,1
PA22_L_31_O2,PA22_L,P. acuta,22,10,L3,31,11:43:00 AM,12:52:00 PM,light,low,2,1
PA26_L_31_O2,PA26_L,P. acuta,26,4,L3,31,11:42:00 AM,12:57:00 PM,light,low,2,1
PA27_L_31_O2,PA27_L,P. acuta,27,7,L3,31,11:47:00 AM,12:54:00 PM,light,low,2,1
PA30_L_31_O2,PA30_L,P. acuta,30,5,L3,31,11:48:00 AM,12:54:00 PM,light,high,2,1
PA33_L_31_O2,PA33_L,P. acuta,33,3,L3,31,11:46:00 AM,12:53:00 PM,light,high,2,1
PA34_L_31_O2,PA34_L,P. acuta,34,8,L3,31,11:45:00 AM,12:53:00 PM,light,high,2,1
PA36_L_31_O2,PA36_L,P. acuta,36,6,L3,31,11:44:00 AM,12:53:00 PM,light,high,2,1
BLANK5_L_31_O2,BLANK5_L,P. acuta,BLANK,2,L3,31,11:41:00 AM,12:58:00 PM,light,BLANK,2,1
BLANK6_L_31_O2,BLANK6_L,P. acuta,BLANK,1,L3,31,11:46:00 AM,12:57:00 PM,light,BLANK,2,1
PA21_L_32_O2,PA21_L,P. acuta,21,9,L3,32,1:07:00 PM,2:16:00 PM,light,low,2,1
PA22_L_32_O2,PA22_L,P. acuta,22,10,L3,32,1:02:00 PM,2:12:00 PM,light,low,2,1
PA26_L_32_O2,PA26_L,P. acuta,26,4,L3,32,1:01:00 PM,2:11:00 PM,light,low,2,1
PA27_L_32_O2,PA27_L,P. acuta,27,7,L3,32,1:05:00 PM,2:14:00 PM,light,low,2,1
PA30_L_32_O2,PA30_L,P. acuta,30,5,L3,32,1:07:00 PM,2:16:00 PM,light,high,2,1
PA33_L_32_O2,PA33_L,P. acuta,33,3,L3,32,1:05:00 PM,2:14:00 PM,light,high,2,1
PA34_L_32_O2,PA34_L,P. acuta,34,8,L3,32,1:03:00 PM,2:13:00 PM,light,high,2,1
PA36_L_32_O2,PA36_L,P. acuta,36,6,L3,32,1:04:00 PM,2:13:00 PM,light,high,2,1
BLANK5_L_32_O2,BLANK5_L,P. acuta,BLANK,2,L3,32,1:00:00 PM,2:18:00 PM,light,BLANK,2,1
BLANK6_L_32_O2,BLANK6_L,P. acuta,BLANK,1,L3,32,1:05:00 PM,2:19:00 PM,light,BLANK,2,1
PA21_L_35_O2,PA21_L,P. acuta,21,9,L3,35,2:31:00 PM,3:39:00 PM,light,low,2,1
PA22_L_35_O2,PA22_L,P. acuta,22,10,L3,35,2:28:00 PM,3:38:00 PM,light,low,2,1
PA26_L_35_O2,PA26_L,P. acuta,26,4,L3,35,2:27:00 PM,3:36:00 PM,light,low,2,1
PA27_L_35_O2,PA27_L,P. acuta,27,7,L3,35,2:32:00 PM,3:41:00 PM,light,low,2,1
PA30_L_35_O2,PA30_L,P. acuta,30,5,L3,35,2:31:00 PM,3:41:00 PM,light,high,2,1
PA33_L_35_O2,PA33_L,P. acuta,33,3,L3,35,2:30:00 PM,3:39:00 PM,light,high,2,1
PA34_L_35_O2,PA34_L,P. acuta,34,8,L3,35,2:28:00 PM,3:38:00 PM,light,high,2,1
PA36_L_35_O2,PA36_L,P. acuta,36,6,L3,35,2:29:00 PM,3:38:00 PM,light,high,2,1
BLANK5_L_35_O2,BLANK5_L,P. acuta,BLANK,2,L3,35,2:26:00 PM,3:43:00 PM,light,BLANK,2,1
BLANK6_L_35_O2,BLANK6_L,P. acuta,BLANK,1,L3,35,2:29:00 PM,3:44:00 PM,light,BLANK,2,1
PA21_L_37_O2,PA21_L,P. acuta,21,9,L3,37,4:01:00 PM,5:15:00 PM,light,low,2,1
PA22_L_37_O2,PA22_L,P. acuta,22,10,L3,37,3:57:00 PM,5:06:00 PM,light,low,2,1
PA26_L_37_O2,PA26_L,P. acuta,26,4,L3,37,3:57:00 PM,5:04:00 PM,light,low,2,1
PA27_L_37_O2,PA27_L,P. acuta,27,7,L3,37,3:59:00 PM,5:17:00 PM,light,low,2,1
PA30_L_37_O2,PA30_L,P. acuta,30,5,L3,37,4:01:00 PM,5:19:00 PM,light,high,2,1
PA33_L_37_O2,PA33_L,P. acuta,33,3,L3,37,4:02:00 PM,5:14:00 PM,light,high,2,1
PA34_L_37_O2,PA34_L,P. acuta,34,8,L3,37,3:58:00 PM,5:09:00 PM,light,high,2,1
PA36_L_37_O2,PA36_L,P. acuta,36,6,L3,37,3:59:00 PM,5:12:00 PM,light,high,2,1
BLANK5_L_37_O2,BLANK5_L,P. acuta,BLANK,2,L3,37,3:56:00 PM,5:23:00 PM,light,BLANK,2,1
BLANK6_L_37_O2,BLANK6_L,P. acuta,BLANK,1,L3,37,3:59:00 PM,5:22:00 PM,light,BLANK,2,1
PA21_D_20_O2,PA21_D,P. acuta,21,1,D3,20,5:46:00 AM,6:10:00 AM,dark,low,2,1
PA22_D_20_O2,PA22_D,P. acuta,22,5,D3,20,5:45:00 AM,6:10:00 AM,dark,low,2,1
PA26_D_20_O2,PA26_D,P. acuta,26,8,D3,20,5:36:00 AM,6:12:00 AM,dark,low,2,1
PA27_D_20_O2,PA27_D,P. acuta,27,4,D3,20,5:39:00 AM,6:10:00 AM,dark,low,2,1
PA30_D_20_O2,PA30_D,P. acuta,30,2,D3,20,5:44:00 AM,6:10:00 AM,dark,high,2,1
PA33_D_20_O2,PA33_D,P. acuta,33,3,D3,20,5:46:00 AM,6:10:00 AM,dark,high,2,1
PA34_D_20_O2,PA34_D,P. acuta,34,9,D3,20,5:39:00 AM,6:12:00 AM,dark,high,2,1
PA36_D_20_O2,PA36_D,P. acuta,36,7,D3,20,5:42:00 AM,6:12:00 AM,dark,high,2,1
BLANK5_D_20_O2,BLANK5_D,P. acuta,BLANK,6,D3,20,5:38:00 AM,6:12:00 AM,dark,BLANK,2,1
BLANK6_D_20_O2,BLANK6_D,P. acuta,BLANK,10,D3,20,5:35:00 AM,6:12:00 AM,dark,BLANK,2,1
PA21_D_24_O2,PA21_D,P. acuta,21,1,D3,24,6:31:00 AM,6:57:00 AM,dark,low,2,1
PA22_D_24_O2,PA22_D,P. acuta,22,5,D3,24,6:34:00 AM,6:57:00 AM,dark,low,2,1
PA26_D_24_O2,PA26_D,P. acuta,26,8,D3,24,6:30:00 AM,6:59:00 AM,dark,low,2,1
PA27_D_24_O2,PA27_D,P. acuta,27,4,D3,24,6:30:00 AM,6:57:00 AM,dark,low,2,1
PA30_D_24_O2,PA30_D,P. acuta,30,2,D3,24,6:29:00 AM,6:57:00 AM,dark,high,2,1
PA33_D_24_O2,PA33_D,P. acuta,33,3,D3,24,6:32:00 AM,6:57:00 AM,dark,high,2,1
PA34_D_24_O2,PA34_D,P. acuta,34,9,D3,24,6:32:00 AM,6:59:00 AM,dark,high,2,1
PA36_D_24_O2,PA36_D,P. acuta,36,7,D3,24,6:34:00 AM,6:59:00 AM,dark,high,2,1
BLANK5_D_24_O2,BLANK5_D,P. acuta,BLANK,6,D3,24,6:31:00 AM,6:59:00 AM,dark,BLANK,2,1
BLANK6_D_24_O2,BLANK6_D,P. acuta,BLANK,10,D3,24,6:29:00 AM,6:59:00 AM,dark,BLANK,2,1
